headline_text,article_url,article_preview,date,author
Aaron Rodgers offloads his San Diego mansion for $5.13M as rumors fly over his future in the Packers.. after his refusal to get COVID-19 vaccine,/tvshowbiz/article-10453539/Aaron-Rodgers-SELLS-San-Diego-mansion-5-13MIL-controversy-rages-vaccine-refusal.html,Aaron Rodgers has sold his luxurious San Diego mansion for more than double the price he paid for it back in 2009. The 38-year-old Green Bay Packers quarterback has earned $5.13 million.,2022-01-28 21:59:17,Sameer Suri
"EXCLUSIVE: F1 star David Coulthard, 50, crashes out of nine-year marriage with Belgian TV presenter, 48, and races off with Swedish lover, 27, who he is seen kissing and cuddling on a London stroll",/tvshowbiz/article-10453585/F1-star-David-Coulthard-crashes-nine-year-marriage-Belgian-TV-presenter.html,"David Coulthard, 50, and Sigrid Silversand, 27, put on an affectionate display as they went for a stroll in London this week. The ex-F1 ace married Belgian TV presenter Karen Minier, 48 in Monaco in 2013.",2022-01-28 22:00:49,Emma Powell For The Daily Mail
Victoria's Secret veteran Devon Windsor shares sweet photos of her five-month-old daughter Enzo getting baptized,/tvshowbiz/article-10453649/Victorias-Secret-veteran-Devon-Windsor-shares-sweet-photos-daughter-Enzo-getting-baptized.html,Devon Windsor took to Instagram on Friday to share adorable photos of her daughter getting baptized with her 3.1M followers.,2022-01-28 22:31:33,Sonia Horon For Dailymail.Com
Soapwatch: JACI STEPHEN's ultimate insight into the week's soaps,/tvshowbiz/article-10441399/Soapwatch-JACI-STEPHENs-ultimate-insight-weeks-soaps.html,"Jaci Stephen's Soapwatch gives an ultimate insight into this week's soaps, including a love triangle in EastEnders, steamy scenes in Coronation Street and new pub owners in Emmerdale.",2022-01-28 22:31:41,Jaci Stephen For Weekend Magazine
Emily Ratajkowski wows in colorful bikini with leopard print coat during snowy photoshoot... as the model sports red tresses,/tvshowbiz/article-10453725/Emily-Ratajkowski-wows-colorful-bikini-leopard-coat-snowy-photoshoot.html,"She launched her brand Inamorata in 2017, later expanding to bodywear and lingerie two years later. And on Friday, Emily Ratajkowski posed up a storm in a bikini from her brand.",2022-01-28 22:37:30,Sarah Sotoodeh For Dailymail.com
Red hot! Ex-AFL WAG Nadia Bartel sizzles in a TINY bikini during a family holiday at Noosa Beach with her sons Henley and Aston,/tvshowbiz/article-10453583/AFL-WAG-Nadia-Bartel-sizzles-red-bikini-holiday-Noosa-Beach-sons.html,Former AFL WAG Nadia Bartel has been hitting the weights pretty hard at the gym of late.,2022-01-28 22:41:20,Abi Moustafa For Daily Mail Australia
Sandra Diaz-Twine is mistaken for OPRAH on Australian Survivor - as many of the contestants have no idea who the American reality star is ,/tvshowbiz/article-10453713/Sandra-Diaz-Twine-mistaken-OPRAH-Australian-Survivor.html,Sandra Diaz-Twine is one of the biggest stars from the Survivor franchise.,2022-01-28 22:48:46,J. Peterson For Daily Mail Australia
"The Mighty Mighty Bosstones SPLIT: Ska group call it quits after 39 years as they thank fans for support saying, 'We couldn't have done it without you'",/tvshowbiz/article-10453719/The-Mighty-Mighty-BossTones-announce-SPLIT-39-years.html,"Ska group The Mighty Mighty BossTones announced this Thursday that they are splitting up 39 years after they first formed, following what they called 'decades of brotherhood.'",2022-01-28 23:05:35,Sameer Suri For Dailymail.com
Katy Perry and Orlando Bloom step out with one-year-old daughter Daisy in NYC... ahead of pop singer's SNL performance,/tvshowbiz/article-10453857/Katy-Perry-Orlando-Bloom-step-daughter-Daisy-ahead-pop-stars-SNL-performance.html,Katy Perry and Orlando Bloom stepped out in New York City on Friday. Katy led the way as Orlando held their one-year-old daughter Daisy Dove Bloom in his arms.,2022-01-28 23:11:03,Ashleigh Gray For Dailymail.Com
Strictly's Nadiya Bychkova and Kai Widdrington 'are spotted KISSING in a hotel bar - appearing to confirm their secret romance after her split from fiancé Matija Škarabot',/tvshowbiz/article-10453821/Strictlys-Nadiya-Bychkova-Kai-Widdrington-confirm-romance-theyre-seen-KISSING-hotel-bar.html,Nadiya Bychkova and Kai Widdrington have appeared to confirm their romance as they've been spotted kissing in a hotel bar on Thursday.,2022-01-28 23:12:04,Niomi Harris For Mailonline
"Sean Penn, 61, claims 'cowardly genes' lead to men wearing skirts... as he talks masculinity in American culture becoming 'quite feminized'",/tvshowbiz/article-10453803/Sean-Penn-61-says-men-quite-feminized-cowardly-genes.html,"Penn hit out at 'cowardly genes' and suggested males have changed themselves to please females, but insisted 'strong women' don't view 'masculinity' as a way of 'oppressing' them.",2022-01-28 23:14:15,Heidi Parker For Dailymail.com
Too Hot To Handle's Chloe Veitch puts on a VERY busty display in a black cut-out mini dress as she joins Nicole O'Brien for a night out,/tvshowbiz/article-10453919/Too-Hot-Handles-Chloe-Veitch-joins-Nicole-OBrien-night-out.html,"The Essex beauty, 22, showed off her eye-catching figure in the revealing dress and contrasting green thigh-high boots, while Nicole, 26, opted for an equally-revealing emerald dress.",2022-01-28 23:54:05,Laura Fox For Mailonline
"'We came, we saw, we WRAPPED!' Michelle Keegan celebrates the end of filming for Brassic's fourth series with a slew of behind the scenes snaps",/tvshowbiz/article-10453823/Michelle-Keegan-celebrates-end-filming-Brassics-fourth-series.html,"Michelle Keegan, 34, celebrated with a slew of behind the scenes snaps as she wrapped the filming for the SkyOne comedy-drama.",2022-01-28 23:59:12,Laura Parkin For Mailonline
Sylvia Jeffreys candidly reveals the reality of parenting two sons under the age of two and says her life is 'chaotic but beautifully full',/tvshowbiz/article-10453715/TODAY-Extra-presenter-Sylvia-Jeffreys-spills-beautifully-chaotic-parenting-life.html,TODAY Extra presenter Sylvia Jeffreys is a doting mum to two little boys under the age of two. ,2022-01-29 00:07:16,Abi Moustafa For Daily Mail Australia
"Anthea Turner is still wedded to her second ex-husband's family: Ex-Blue Peter host, 61, beams with pride as she takes Grant Bovey's daughter for a bridal fitting in Belgravia",/tvshowbiz/article-10453923/Anthea-Turner-beams-pride-takes-Grant-Boveys-daughter-bridal-fitting-Belgravia.html,But Anthea Turner has remained good friends with her stepchildren - and has been spotted beaming with pride as she accompanied her stepdaughter Amelia Bovey for a bridal fitting.,2022-01-29 00:08:27,Emma Powell For The Daily Mail
Deborra-Lee Furness says 'proud husband' Hugh Jackman was 'thrilled' when she was named an Officer of the Order of Australia,/tvshowbiz/article-10453973/How-Hugh-Jackman-celebrated-wife-Deborras-AO.html,Hugh Jackman's wife Deborra-Lee Furness received one of the highest honours on Australia Day - an Officer (AO) of the Order of Australia.,2022-01-29 00:31:35,J. Peterson
"'It's unacceptable': Kieran Hayler 'is fuming that Channel 4 didn't request his permission for children Jett, 8, and Bunny, 7, to appear in his ex-wife Katie Price's Mucky Mansion reality show'",/tvshowbiz/article-10453787/Kieran-Hayler-fuming-children-appear-Katie-Prices-Mucky-Mansion.html,The 34-year-old is reportedly fuming after his children were featured in the debut episode of her Mucky Mansion reality show on Wednesday.,2022-01-29 00:33:24,Callum Wells For Mailonline
"'I will ride off that forever!' Rachel Stevens, 43, insists she'll always be proud of her lads' mags photoshoots and can't wait to get back into skimpy outfits in Dancing On Ice",/tvshowbiz/article-10453903/Rachel-Stevens-43-reveals-shes-eager-slip-empowering-sexy-outfits-Dancing-Ice.html,The 43-year-old has confessed she'll forever be proud of her countless lads' mags phootshoots and accolades Rear Of The Year and The Sexiest Woman Of All Time.,2022-01-29 00:42:24,Callum Wells For Mailonline
Dylan Alcott and his sexologist girlfriend Chantelle Otten pack on the PDA following a presentation for his retirement at The Australian Open,/tvshowbiz/article-10453865/Dylan-Alcott-sexologist-girlfriend-Chantelle-Otten-pack-PDA-retirement.html,Dylan Alcott recently retired from professional tennis.,2022-01-29 00:46:56,Abi Moustafa For Daily Mail Australia
Katie Holmes bundles up against the chilly weather in a cream coat and a blue beanie as she strolls around Soho,/tvshowbiz/article-10453853/Katie-Holmes-bundles-against-chilly-weather-cream-coat-strolls-Soho.html,Katie Holmes put her fashionista credentials on display while rocking a long cream coat with black buttons while stepping out in  SoHo on Friday.,2022-01-29 00:57:17,Deirdre Simonds
Alex Jones cuts an elegant figure in a chic red dress as she joins Kimberley Walsh for BBC producer Emma Morris' 40th birthday celebrations,/tvshowbiz/article-10453937/Alex-Jones-puts-elegant-display-alongside-chic-Kimberley-Walsh.html,"The One Show host, 44, put on an elegant display alongside Kimberley Walsh as she attended the bash in London's Rosewood Hotel on Friday.",2022-01-29 01:21:35,Laura Parkin For Mailonline
James Argent 'offers a rickshaw driver £20 after deciding not to get a ride' as he shows off his impressive 13st weight loss in a khaki padded jacket while departing The Lion King Musical,/tvshowbiz/article-10453985/James-Argent-shows-slim-figure-khaki-padded-jacket-departs-Lion-King-Musical.html,The 34-year-old showed off his slimmed-down figure following an impressive 13 stone weight loss as he departed from The Lion King Musical in London on Friday night.,2022-01-29 01:35:52,Callum Wells For Mailonline
Ellen DeGeneres rocks a black hoodie and joggers during solo shopping trip in Montecito... ahead of her long-running talk show's conclusion,/tvshowbiz/article-10453969/Ellen-DeGeneres-rocks-black-hoodie-joggers-solo-shopping-trip-Montecito.html,Ellen DeGeneres kept comfy during a solo shopping trip in Montecito on Friday afternoon.,2022-01-29 01:39:46,Sam Joseph Semon For Dailymail.com
West Side Story's Kyle Allen to star as He-Man in Masters Of The Universe movie... nearly three years after Noah Centineo announced he would play role,/tvshowbiz/article-10453873/West-Storys-Kyle-Allen-star-Man-Masters-Universe-replaces-Noah-Centineo.html,"Kyle Allen will trade in his dancing shoes for a pair of knee-high boots in an upcoming project. The actor, 27, starred in the West Side Story adaptation and will soon play the classic character.",2022-01-29 01:46:26,Mark Mcgreal For Dailymail.Com
Tahlia Giumelli reveals she's suffering from a bad Crohn's flare up after her wedding to Tom Burgess and shows off her 'rock hard and bloated tummy',/tvshowbiz/article-10454095/Tahlia-Giumelli-reveals-shes-suffering-bad-Crohns-flare-wedding-Tom-Burgess.html,NRL WAG Tahlia Giumelli has revealed to fans that she's having a Crohn's disease flare up after her wedding to Rabbitohs star Tom Burgess. ,2022-01-29 01:49:35,Chloe-lee Longhetti For Daily Mail Australia
Kate Hudson and fiancé Danny Fujikawa meet actress Minka Kelly for coffee in NYC as they brave the frigid temperatures,/tvshowbiz/article-10454137/Kate-Hudson-fianc-Danny-Fujikawa-meet-Minka-Kelly-coffee-NYC-brave-cold.html,Fellow actresses Kate Hudson and Minka Kelly met up for coffee in New York City on Friday. They were joined by Kate's soon-to-be husband Danny Fujikawa as they embraced the cold.,2022-01-29 01:50:54,Ashleigh Gray For Dailymail.Com
Adriana Lima is business chic in a black blazer and knee-high boots as she attends first race of the Season 8 Formula E World Championship,/tvshowbiz/article-10453859/Adriana-Lima-attends-race-Season-8-Formula-E-World-Championship.html,Adriana Lima stunned in an all black outfit in Saudi Arabia for the first race of Season 8 of the ABB FIA Formula E World Championship on Saturday. The Brazilian model wore a black blazer.,2022-01-29 01:53:57,Janelle Ash For Dailymail.Com
'They would have been mortified': Popular ITV star couple 'draft in lawyers after their X-rated sex tape is leaked online',/tvshowbiz/article-10454047/Popular-TV-star-couple-draft-lawyers-X-rated-sex-tape-leaked-online.html,A popular television couple on ITV have reportedly called in lawyers after their sex tape was leaked online.,2022-01-29 01:55:36,Niomi Harris For Mailonline
"Ulrika Jonsson, 54, writhes in a bra for a bizarre mirror snap and exclaims 'this worm has turned' as she reflects on her Celebs Go Dating stint",/tvshowbiz/article-10454087/Ulrika-Jonsson-54-writhes-bra-bizarre-mirror-selfie-reflects-Celebs-Dating.html,"Ulrika Jonsson, 54, writhed in a bra for a mirror selfie as she exclaimed 'this worm has turned' in a cryptic post as she and reflected on her experience on Friday.",2022-01-29 01:55:41,Laura Parkin For Mailonline
Millionaire DJ Calvin Harris 'becomes a FARMER after snapping up 138 acre plot in Ibiza as he ditches glitzy Hollywood lifestyle',/tvshowbiz/article-10454147/Millionaire-DJ-Calvin-Harris-FARMER-snapping-138-acre-plot-Ibiza.html,"The superstar DJ, 38, has reportedly bagged himself an unlikely job of being a farmer after snapping up an 138 acre farm in Ibiza.",2022-01-29 02:11:22,Niomi Harris For Mailonline
"Revenge body! Former WAG Kyly Clarke, 40, 'is in the best shape of her life' as she flaunts her ripped physique on the cover of Body + Soul magazine",/tvshowbiz/article-10454113/Kyle-Clarke-40-best-shape-life.html,"Kyly Clarke is in the 'best shape of her life', more than two years after her split with ex-husband Michael. ",2022-01-29 02:40:15,J. Peterson For Daily Mail Australia
Gavin Rossdale's new mystery gal revealed as actress and singer Courtlyn Cannan... days after pair's most recent lunch date,/tvshowbiz/article-10453909/Gavin-Rossdales-new-mystery-gal-revealed-actress-singer-Courtlyn-Cannan.html,Just days after Gavin Rossdale was spotted with a mystery woman in Beverly Hills  she has been revealed as actress and singer Courtlyn Cannan.,2022-01-29 02:40:48,Sonia Horon
"Rebel Wilson, 41, shows off slender legs in skintight vinyl pants and metallic boots during LA shopping trip... following dramatic weight loss",/tvshowbiz/article-10454071/Rebel-Wilson-41-shows-slender-legs-skintight-vinyl-pants-LA-shopping-trip.html,Rebel Wilson indulged in a bit of retail therapy on Friday afternoon as she browsed shops in West Hollywood.,2022-01-29 03:05:31,Kevin Kayhart For Dailymail.com
Kim Kardashian's net worth increases by $600 million to $1.8 billion... after her SKIMs brand value hits $3.2 billion,/tvshowbiz/article-10453871/Kim-Kardashians-net-worth-increases-600-million-1-8-billion.html,"Kim Kardashian's shapewear brand SKIMS has doubled in value to a whopping $3.2billion after a new round of fundraising, increasing her net worth by 600 million.",2022-01-29 03:09:05,Sarah Sotoodeh
Why so shy? Rita Ora covers up at Sydney Airport as she boards a flight to Los Angeles with her sister Elena after filming The Voice Australia,/tvshowbiz/article-10454033/The-Voice-Australia-judge-Rita-Ora-covers-boards-flight-Los-Angles-sister.html,She's The Voice Australia judge who has been parading around Sydney all week flaunting her taut physique. ,2022-01-29 03:14:09,Abi Moustafa For Daily Mail Australia
Britney Spears calls sister Jamie Lynn Spears 'scum' AGAIN  for 'making money off of me' after learning her controversial memoir is a best seller,/tvshowbiz/article-10454245/Britney-Spears-calls-sister-Jamie-Lynn-Spears-scum-making-money-me.html,The family feud between Britney Spears and her sister Jamie Lynn Spears continued with a new post from Britney. She shared clips of talk show hosts coming to her defense.,2022-01-29 03:44:48,Ashleigh Gray For Dailymail.Com
"Ellen Pompeo, 52, strikes a conservative look in slacks and a sweater while out with daughter Sienna... ahead of 19th season of Grey's Anatomy",/tvshowbiz/article-10454197/Ellen-Pompeo-steps-daughter-Sienna-ahead-return-19th-season-Greys-Anatomy.html,"Ellen Pompeo has remained one television's highest paid actors thanks to her leading role on the long-running medical drama Grey's Anatomy, which is set to premiere its 19th season on ABC. ",2022-01-29 03:57:59,Kevin Kayhart For Dailymail.com
Vanderpump Rules alum Stassi Schroeder announces new memoir about 'surviving rock bottom'... after being fired from the reality series for racially insensitive past behavior,/tvshowbiz/article-10454015/Stassi-Schroeder-announces-new-book-fired-Vanderpump-Rules-past-behavior.html,"Stassi Schroeder has written a second book and recently announced that it's available for pre-order.
The follow-up to her book Next Level Basic is titled Off With My Head.",2022-01-29 04:10:16,Ashleigh Gray For Dailymail.Com
"Pip Edwards flashes her washboard abs in a crop top and steps out in $1,000 designer shoes after jetting to LA with her business partner",/tvshowbiz/article-10454257/Pip-Edwards-steps-1-000-designer-shoes-LA.html,"P.E Nation designer Pip Edwards jetted to Los Angeles this week with her business partner and co-founder, Claire Tregoning.",2022-01-29 04:13:13,Chloe-lee Longhetti For Daily Mail Australia
Andrew Garfield wraps a flannel shirt around his face in lieu of a facial covering while making a post-tennis game coffee run in Malibu,/tvshowbiz/article-10454191/Andrew-Garfield-wraps-flannel-shirt-face-lieu-facial-covering-Malibu.html,Andrew Garfield was pictured taking a solo stroll after finishing up a tennis match in Malibu on Friday afternoon. The 38-year-old performer appeared to be making the most of the pleasant coastal weather.,2022-01-29 04:17:04,Sam Joseph Semon For Dailymail.com
"Drake's son Adonis, four, says he'll be 'bigger' than the Certified Lover Boy rapper when he grows up... before showing off his French speaking skills",/tvshowbiz/article-10454077/Drakes-son-Adonis-4-talks-dad-bigger-star-older.html,Adonis Graham is pretty confident he'll be 'bigger' than his dad Drake when he's older.,2022-01-29 04:23:44,Mark Mcgreal For Dailymail.Com
Tisha Campbell says she was nearly 'snatched up' by 'human traffickers' after a day of shooting new film in Texas,/tvshowbiz/article-10453863/Tisha-Campbell-says-nearly-snatched-human-traffickers-day-shooting-film.html,Actress Tisha Campbell is warning fans of how she was nearly a victim of alleged human traffickers after a scary run-in with two men in the town where she's been filming.,2022-01-29 04:49:39,Kevin Kayhart For Dailymail.com
Chrissy Teigen flashes toned tummy in a sports bra and black capri leggings while picking up groceries in LA... before unveiling her latest tattoo,/tvshowbiz/article-10454281/Chrissy-Teigen-flashes-toned-tummy-sports-bra-picking-groceries-LA.html,"Hours after her solo outing in LA, the 36-year-old wife of John Legend took to Instagram to show off her gorgeous new tattoo to her nearly 37 million followers.",2022-01-29 05:06:59,Sam Joseph Semon For Dailymail.com
Seven's Rebecca Maddern finally breaks her silence and reveals the one regret she has after her stunning off-air spray at tennis star Novak Djokovic was leaked,/tvshowbiz/article-10454335/Rebecca-Maddern-breaks-silence-reveals-regret-air-spray-Novak-Djokovic.html,Channel Seven newsreader and media personality Rebecca Maddern has finally spoken out in a candid chat after her controversial comments about Novak Djokovic went viral.,2022-01-29 05:20:10,Chloe-lee Longhetti For Daily Mail Australia
Karl Stefanovic shares a sweet tribute to his wife Jasmine Yarbrough as she celebrates her 38th birthday,/tvshowbiz/article-10454265/Karl-Stefanovic-shares-sweet-tribute-wife-Jasmine-Yarbrough-celebrates-38th-birthday.html,Jasmine Yarbrough is celebrating her 38th Birthday.,2022-01-29 05:48:50,Abi Moustafa For Daily Mail Australia
'Uncle Pete!': Pete Davidson meets John Mulaney and Olivia Munn's son Malcolm and gets the newborn to crack a smile,/tvshowbiz/article-10454263/Pete-Davidson-meets-John-Mulaney-Olivia-Munns-son-Malcolm-gets-newborn-crack-smile.html,"Pete Davidson might not have any kids of his own yet, but he'll get a chance to practice with his pseudo-nephew. John Mulaney posted a video of him holding his and Olivia Munn's child Malcolm",2022-01-29 05:50:09,Mark Mcgreal
Kanye West may be unable to bring his Donda tour Down Under due to Australia's extreme rules on Covid and vaccinations ,/tvshowbiz/article-10454379/Anti-vax-Kanye-West-barred-Australia.html,Kanye West may be unable to receive an Australian visa under the same vaccine-related rules that saw tennis legend Novak Djokovic kicked out of the country this month.,2022-01-29 06:05:05,J. Peterson For Daily Mail Australia
Rob Riggle is now SUING estranged wife Tiffany Riggle for allegedly planting a hidden camera in his home to spy on him during their divorce,/tvshowbiz/article-10454411/Rob-Riggle-SUING-estranged-wife-Tiffany-Riggle-planting-hidden-camera-home.html,"Rob Riggle accused his estranged wife Tiffany Riggle of planting a hidden camera in his home back in June, and now he plans to sue her for it.",2022-01-29 06:26:48,Ashleigh Gray For Dailymail.Com
"Mama June Shannon, 42, and new beau Justin Stroud, 34, share passionate kiss while riding a carousel on PDA-packed date in LA",/tvshowbiz/article-10454361/Mama-June-Shannon-42-new-beau-Justin-Stroud-34-share-passionate-kiss-carousel-LA.html,Mama June Shannon is continuing to make the most of her getaway to Los Angeles with new boyfriend Justine Stroud.,2022-01-29 06:42:13,Kevin Kayhart For Dailymail.com
Cher belts updated version of The Golden Girls theme song that will be used in NBC's Betty White tribute special,/tvshowbiz/article-10454407/Cher-belts-updated-version-Golden-Girls-theme-song-Betty-White-tribute-special.html,Cher released a clip of her singing an updated version of The Golden Girls theme song to her Twitter account on Friday afternoon.,2022-01-29 06:47:51,Sam Joseph Semon For Dailymail.com
Sam Wood reveals his battle with Covid-19 and fears for pregnant wife Snezana Wood as he launches his brand new health and fitness podcast,/tvshowbiz/article-10454405/Sam-Wood-reveals-battle-Covid-19-launches-brand-new-health-fitness-podcast.html,"Sam Wood is preparing to launch a brand new podcast based around health, nutrition and fitness amid juggling his family duties and his business.",2022-01-29 06:57:23,Jesse Hyland For Daily Mail Australia
Tammin Sursok fears her husband Sean McEwen has Covid AGAIN as he awaits test results after falling ill - following his near death experience with the virus last year,/tvshowbiz/article-10454441/Tammin-Sursok-fears-husband-Sean-McEwen-Covid-AGAIN.html,"Tammin Sursok has revealed that he husband, Sean McEwen, may again be sick with Covid-19. ",2022-01-29 07:10:50,Marta Jary For Daily Mail Australia
Mila Kunis masks up during solo outing in Los Angeles... after Super Bowl commercial with husband Ashton Kutcher's ex Demi Moore debuted,/tvshowbiz/article-10454477/Mila-Kunis-runs-errands-LA-Super-Bowl-commercial-Demi-Moore-debuted.html,Mila Kunis stepped out to run errands by herself on Friday in Los Angeles.,2022-01-29 07:14:07,Ashleigh Gray For Dailymail.Com
Sylvia Jeffreys looks casually chic in an olive green ensemble as she sets up a party for her son in a Sydney park,/tvshowbiz/article-10454491/Sylvia-Jeffreys-looks-casually-chic-olive-green-ensemble-Sydney-park.html,Sylvia Jeffreys was on mum duty on Saturday. ,2022-01-29 07:32:02,Marta Jary For Daily Mail Australia
Rihanna layers up in a puffy Celine jacket and a hoodie as she swings by Tiffany & Co store during snowy night in New York City,/tvshowbiz/article-10454457/Rihanna-layers-puffy-Celine-jacket-hoodie-shopping-trip-Tiffany-Co.html,She is well known for showing off her impressive jewelry collection on social media.,2022-01-29 07:56:36,Sam Joseph Semon For Dailymail.com
Poh Ling Yeow reveals she turned down I'm a Celebrity for eight years because she feared 'going without makeup' - but now says appearing on the show 'boosted her confidence',/tvshowbiz/article-10454459/Poh-Ling-Yeow-reveals-turned-Im-Celebrity-eight-years.html,Poh Ling Yeow's journey on I'm a Celebrity...Get Me Out of Here! came to an  end on Thursday night's episode just before the series heads into the finale. ,2022-01-29 08:02:33,Jesse Hyland
John David Duggar and wife Abbie try to claim their plane crash landing was caused by 'double engine failure' when they simply ran out of gas: 'We are so thankful for God's protection' ,/tvshowbiz/article-10454479/John-David-Duggar-wife-Abbie-break-silence-October-plane-crash.html,"John David Duggar and his wife Abbie claimed their October crash landing was due to a 'double engine failure,' but the local sheriff's department said they actually just ran out of gas.",2022-01-29 08:07:52,Mark Mcgreal For Dailymail.Com
Gwyneth Paltrow says she loves ex-husband Chris Martin's girlfriend Dakota Johnson 'very much' during fan Q&A on Instagram,/tvshowbiz/article-10454435/Gwyneth-Paltrow-say-loves-ex-Chris-Martins-girlfriend-Dakota-Johnson-much.html,Gwyneth Paltrow couldn't help but gush over her ex-husband Chris Martin's girlfriend Dakota Johnson while hosting an Instagram Q&A on Friday night.,2022-01-29 08:18:57,Kevin Kayhart For Dailymail.com
'I picked up on it 10 minutes before it happened': Fearne Cotton reveals her 'psychic powers' after predicting a woman would fall into the Thames and admits she talks to trees,/tvshowbiz/article-10454563/Fearne-Cotton-reveals-physic-powers-admits-talks-trees.html,"The TV and radio presenter, 40, has told how she was walking along the river in London when she 'sensed someone was about to fall in'.",2022-01-29 08:55:20,Amelia Wynne For Mailonline
Maisie Smith reveals her cleavage as she returns to her Manchester hotel  after latest appearance in Strictly Come Dancing UK tour,/tvshowbiz/article-10454569/Maisie-Smith-reveals-cleavage-returns-Manchester-hotel.html,"The former EastEnders actress, 20, managed to keep her smile up as she tiredly made her way home from the live show in Newcastle, lugging her suitcase.",2022-01-29 08:56:27,Milly Veitch For Mailonline
Olympian Ian Thorpe shares a laugh with a friend as he watches Ash Barty match against Danielle Collins at the Australian Open in Melbourne,/tvshowbiz/article-10454621/Olympian-Ian-Thorpe-watches-Ash-Barty-match-Australian-Open-Melbourne.html,Ian Thorpe took in a spot of tennis on Saturday. ,2022-01-29 09:18:38,Marta Jary For Daily Mail Australia
'He wasn't shy in coming forward': The Apprentice star Navid Sole sent 'very sexual' messages to former contestants before flopping in the boardroom during new series,/tvshowbiz/article-10454539/The-Apprentice-star-Navid-Sole-sent-X-rated-messages-past-contestants.html,"Navid Sole, 27, reportedly sent two former contestants of The Apprentice 'very sexual' messages after watching them on a previous series of the show.",2022-01-29 09:32:12,Owen Tonks
Euphoria co-stars Hunter Schafer and Dominic Fike fuel dating rumours as they hold hands after dining out in West Hollywood,/tvshowbiz/article-10454527/Hunter-Schafer-Dominic-Fike-add-fuel-dating-rumours-seen-holding-hands.html,"The performers, 23 and 26, notably locked fingers as they made their way out of celebrity-favorite eatery Craig's in West Hollywood on Friday evening.",2022-01-29 09:50:23,Jonathan Rose For Mailonline
'He's playing away... with me!' Jorginho's girlfriend Catherine Harding dismisses cheating claims as she joins Chelsea ace in Miami after fans spot his profile on a dating app,/tvshowbiz/article-10454643/Jorginhos-girlfriend-Catherine-Harding-dismisses-cheating-claims.html,"The singer, 31, took to her Instagram Story on Friday night to share a cosy snap of the pair in Miami together, where they were heading on a date night.",2022-01-29 09:59:37,Laura Fox For Mailonline
"Russell Crowe, 57, makes a rare public appearance with his glamorous girlfriend Britney Theriot, 31, as he watches Ash Barty match at the Australian Open in Melbourne",/tvshowbiz/article-10454649/Russell-Crowe-girlfriend-Britney-Theriot-Ash-Barty-match-Australian-Open-Melbourne.html,Russell Crowe and his girlfriend Britney Theriot are still going strong. ,2022-01-29 10:00:28,Marta Jary For Daily Mail Australia
MasterChef resumes filming for the  upcoming Fans vs Favourites season after production was shut down due to Covid outbreak,/tvshowbiz/article-10454519/MasterChef-resumes-filming-production-shut-Covid-19.html,Shooting has resumed for MasterChef Australia's upcoming Fans vs Favourites season after a Covid outbreak forced production to abruptly shut down.,2022-01-29 10:03:43,Jesse Hyland
'I'll be there cheering everyone on!' Kye Whyte is ruled OUT of Dancing On Ice and will miss week three after injuring his knee... as Rachel Stevens returns following wrist fracture,/tvshowbiz/article-10454699/Kye-Whyte-ruled-Dancing-Ice-miss-week-three-injuring-knee.html,"Kye, 22, enjoyed a positive start on the ice after impressing fans with his opening skate, but will follow safety guidelines by sitting out Sunday's show as a result of the 11th hour accident.",2022-01-29 10:21:54,Jason Chester for MailOnline
Jesy Nelson flashes her abs in a skimpy white crop top as she hits the recording studio in LA with former Little Mix songwriter Tayla Parx,/tvshowbiz/article-10454703/Jesy-Nelson-flashes-abs-skimpy-white-crop-top.html,"The singer, 31, took to Instagram to share a slew of snaps with the creative, 28, as they got to work on new music together in sunny California.",2022-01-29 10:45:29,Amelia Wynne For Mailonline
Hello... goodbye! Sir Paul McCartney greets fans as he arrives at JFK airport after Julian Lennon auctions off Beatles memorabilia as NFTs,/tvshowbiz/article-10454603/Paul-McCartney-spotted-JFK-airport-black-Beatles-memorabilia-auctioned-off.html,"The musician, 79, looked effortlessly stylish in an all-black outfit as he strolled through the airport with an armed police escort.",2022-01-29 10:45:34,Milly Veitch For Mailonline
Emmerdale stars Matthew Wolfenden and Isabel Hodgins return to soap as David Metcalfe and Victoria Sugden after three month absence following 'race row' enquiry,/tvshowbiz/article-10454583/Matthew-Wolfenden-Isabel-Hodgins-return-Emmerdale-race-row-enquiry.html,"Matthew Wolfenden, 41, and Isabel Hodgins, 28, returned to Emmerdale on Friday night following a three-month absence after they became embroiled in an alleged race row.",2022-01-29 11:00:01,Owen Tonks
'This is pushing it to the limit!' Steph McGovern almost vomits on set after sampling Simon Rimmer's 'guilty pleasure' dish of tinned beans and sausages with sardines,/tvshowbiz/article-10454629/Steph-McGovern-vomits-set-tasting-Simon-Rimmers-guilty-pleasure-dish.html,"The television presenter, 39, could be seen retching during the 'lazy lunches' segment of her Channel 4 show, Steph's Packed Lunch, on Friday.",2022-01-29 11:30:53,Jonathan Rose For Mailonline
Kyly Clarke reveals how she achieves her fitness goals as a single mum - as she shows off her incredible gym-honed figure in skimpy activewear for Body + Soul magazine,/tvshowbiz/article-10454781/Former-WAG-Kyly-Clarke-shows-incredible-gym-honed-figure-Body-Soul-magazine.html,Kyly Clarke is in the best shape of her life. ,2022-01-29 11:31:42,Marta Jary For Daily Mail Australia
