headline_text,article_url,article_preview,date,author
Ryan Libbey marks son Leo's ten week milestone with sweet photos after his fiancée Louise Thompson revealed she is struggling to leave the house,/tvshowbiz/article-10441467/Ryan-Libbey-marks-son-Leos-ten-week-milestone-sweet-photos.html,Ryan Libbey took to Instagram on Tuesday to mark a sweet milestone for his and fiancée Louise Thompson's son.,2022-01-25 22:32:01,Aisha Nozari For Mailonline
Christina Ricci may have to shell out child and spousal support to her estranged ex James Heerdegen ... after welcoming new baby girl before Christmas,/tvshowbiz/article-10441293/Christina-Ricci-shell-child-spousal-support-estranged-ex-James-Heerdegen.html,"Christina Ricci's ex-husband James Heerdegen filed a request with the courts for the spousal and child support from the Yellow Jackets star, People reported on Tuesday.",2022-01-25 22:32:12,Caitlyn Becker For Dailymail.com
Rae Sremmurd rapper Slim Jxmmi arrested on battery charge... but girlfriend DENIES he hit her in statement telling authorities: 'Y'all are wrong for this',/tvshowbiz/article-10441133/Slim-Jxmmi-Rae-Sremmurd-arrested-battery-charge-girlfriend-DENIES-hit-her.html,"Rae Sremmurd member Slim Jxmmi, whose real name is Aaquil Brown, was arrested on a battery charge in Miami this Tuesday. However his girlfriend has denied that he hit her.",2022-01-25 22:40:27,Sameer Suri For Dailymail.com
Pregnant Nicky Hilton flashes a smile while stepping out in New York City with sister Paris... after revealing she's expecting her third child with husband James Rothschild,/tvshowbiz/article-10441589/Pregnant-Nicky-Hilton-flashes-smile-stepping-New-York-City-sister-Paris.html,The 38-year-old fashion designer rocked a grey trench coat with a massive yellow rope detail as she linked up with her older sister after confirming another baby was on the way.,2022-01-25 22:51:35,Tracy Wright For Dailymail.com
Dylan Alcott's sexologist girlfriend Chantelle Otten shares her heartwarming reaction as he's named 2022 Australian of the Year for his selfless work for disabled Aussies,/tvshowbiz/article-10441407/Australian-Year-Dylan-Alcotts-sexologist-girlfriend-Chantelle-Otten-reacts-win.html,Dylan Alcott's sexologist girlfriend Chantelle Otten couldn't have been more proud after her partner was named Australian of the Year for 2022 on Tuesday night.,2022-01-25 22:52:42,Nicole Douglas
Alex Pike shares ANOTHER cryptic quote about 'being kind' after her rumoured split from AFL star Nathan Buckley,/tvshowbiz/article-10441361/Alex-Pike-shares-cryptic-quote-kind-amid-rumoured-split-Nathan-Buckley.html,Alex Pike has shared a cryptic Instagram post amid rumours she's quietly ended her relationship with AFL great Nathan Buckley.,2022-01-25 22:59:02,Mary Mrad For Daily Mail Australia
Married At First Sight's Jason Enger reveals co-stars Bryce Ruthven and Melissa Rawson have asked him to be their twin boys' godfather,/tvshowbiz/article-10441335/MAFS-Jason-Enger-reveals-stars-Bryce-Melissa-asked-godfather-twins.html,They've been inseparable since they formed an unlikely friendship while filming last year's season of Married At First Sight.,2022-01-25 23:03:03,Ali Daher For Daily Mail Australia
'She was still in love with him': Sheridan Smith 'used her ex-boyfriend Alex Lawler as a four-month rebound fling' since she was 'grieving' failed engagement to fiancé Jamie Horn,/tvshowbiz/article-10441555/Sheridan-Smith-used-Alex-Lawler-rebound-fling-grieving-engagement-Jamie-Horn.html,The 40-year-old allegedly broke off her four month relationship with boyfriend Alex Lawler  due to lingering feelings for her ex-fiancé Jamie Horn.,2022-01-25 23:03:20,Callum Wells For Mailonline
"In the US Downton, the worst snobs are the servants: CHRISTOPHER STEVENS reviews Julian Fellowes's latest costume drama The Gilded Age ",/tvshowbiz/article-10441551/CHRISTOPHER-STEVENS-reviews-Julian-Fellowess-latest-costume-drama-Gilded-Age.html,CHRISTOPHER STEVENS: The creator of Downton Abbey has returned with an even more lavish costume drama in The Gilded Age (Sky Atlantic) - and it's all about New Money.,2022-01-25 23:04:27,Christopher Stevens for the Daily Mail
Louvre Island: Reality star Ellie Brown goes braless in a busty pink and yellow silk lace minidress as she enjoys a late night out in Paris,/tvshowbiz/article-10441075/Love-Islands-Ellie-Brown-goes-BRALESS-silk-lace-mini-dress.html,"The former Love Island star, 23, posed up a storm going braless in a pink and gold lace mini dress.",2022-01-25 23:09:02,MailOnline Reporter
'It was scary!': You actor Travis Van Winkle saves his dog from TWO hungry coyotes at a Hollywood park resulting in his leg getting cut up,/tvshowbiz/article-10441557/Travis-Van-Winkle-saves-dog-two-hungry-coyotes-says-scary.html,"Travis Van Winkle revealed he had an encounter with a coyote at Griffith Park in Los Angeles on Sunday. The You actor, 39, was in a hoodie as he filmed himself still in the park.",2022-01-25 23:09:36,Heidi Parker For Dailymail.com
'S**t happens I guess': Britney Spears tells fans she knows her new purple hair is 'bad'  days after debuting the bold shade as she dances in a tiny top,/tvshowbiz/article-10441613/Britney-Spears-tells-fans-knows-purple-hair-bad-just-days-debuting-bold-shade.html,"Britney Spears revealed she already regrets swapping out her blonde locks for a shade of purple last week, when she was 'bored.'",2022-01-25 23:15:02,Deirdre Simonds
'You're a navel-gazing has-been!' Blur's Damon Albarn is inundated with vile abuse from Taylor Swift's fans after he apologized for falsely claiming she 'doesn't write her own songs',/tvshowbiz/article-10441635/Blurs-Damon-Albarn-inundated-vile-abuse-Taylor-Swifts-fans.html,"A recent post on the Blur frontman's Instagram has received over 5,000 comments, with a majority coming from 'Swifties' defending their idol.",2022-01-25 23:21:13,Laura Fox
Aaron Rodgers and brother Jordan have 'started talking' again after being estranged for years... after Aaron's COVID-19 vaccine refusal controversy,/tvshowbiz/article-10441561/Aaron-Rodgers-brother-Jordan-started-talking-estranged-years.html,The 38-year-old Green Bay Packers quarterback and his 33-year-old Bachelorette star brother have taken tentative steps to patch up their relationship after years of mysterious feuding.,2022-01-25 23:25:05,Brian Marks For Dailymail.com
Tones and I tears up as she reads a letter she wrote to herself back in 2019 - as the Dance Monkey hitmaker reflects on how far she's come,/tvshowbiz/article-10441435/Tones-tears-reads-letter-wrote-2019.html,Australian singer Tones and I has reflected on her incredible career and sensational rise to fame back in 2019. ,2022-01-25 23:27:20,Chloe-lee Longhetti For Daily Mail Australia
House of horrors! Kat Von D lists Victorian home complete with RED swimming pool and bats painted on the walls for $15 million... as tattoo artist begins her new life in Indiana ,/tvshowbiz/article-10441459/Kat-Von-D-lists-home-complete-pool-filled-RED-WATER-15-million.html,"The 39-year-old purchased the home in 2016 for $6.5 million, and has made significant changes to the property with the addition of a hidden bar, library, and red swimming pool.",2022-01-25 23:27:51,Christine Rendon For Dailymail.com
Khloe Kardashian shares precious snaps of her mini fashionista daughter True wearing an arty Dolce and Gabbana dress and leather jacket ,/tvshowbiz/article-10441645/Khloe-Kardashian-shares-new-snaps-daughter-True-wearing-dress-Dolce-Gabbana.html,Khloe Kardashian took to Instagram on Tuesday to share several new images of her daughter True Thompson. She sported an airbrushed dress by Dolce & Gabbana.,2022-01-25 23:35:51,Ashleigh Gray For Dailymail.Com
The Gilded Age racks up rave reviews from viewers who declare Downton Abbey creator's new series 'Gossip Girl in corsets' (but some complain they are 'sick' of upstairs downstairs-style shows about rich people!),/tvshowbiz/article-10441643/Spectacular-Gilded-Age-racks-rave-reviews.html,The Gilded Age premiered on Sky Atlantic on Tuesday and viewers were left raving about Downton Abbey creator Julian Fellowes' new show.,2022-01-25 23:38:15,Aisha Nozari For Mailonline
Renee Bargh shares rare photo with new boyfriend Andrew Lange during romantic holiday in Fiji - eight weeks after going Instagram official ,/tvshowbiz/article-10441563/Renee-Bargh-shares-rare-photo-new-boyfriend-Andrew-Lange.html,Renee Bargh is notoriously private when it comes to her  relationship with new boyfriend Andrew Lange.,2022-01-25 23:41:26,Mary Mrad For Daily Mail Australia
Laverne Cox has legs for days in sleek coat dress with wide slanted hat as she takes the Schiaparelli show by storm during Paris Fashion Week ,/tvshowbiz/article-10441481/Laverne-Cox-legs-days-sleek-coat-dress-wows-Schiaparelli-PFW.html,Laverne Cox had legs for days when she swung by the Schiaparelli show at Paris Fashion week this Monday. She managed to be a showstopping presence at the starry front row.,2022-01-25 23:44:29,Sameer Suri For Dailymail.com
Basketballer and OnlyFans star Liz Cambage parties at a festival in nothing but a black G-string and crop top,/tvshowbiz/article-10441415/Liz-Cambage-parties-festival-black-G-string-crop-top.html,She recently raised eyebrows after declaring  she had 'zero interest' in playing for the Opals. ,2022-01-25 23:47:36,Monique Friedlander For Daily Mail Australia
Newly-engaged Michelle Dockery reunites with her Downton Abbey co-stars as she supports onscreen mum Elizabeth McGovern at Ava: The Secret Conversations press screening,/tvshowbiz/article-10441587/Newly-engaged-Michelle-Dockery-reunites-Downton-Abbey-stars-press-screening.html,"The newly-engaged actress, 40, reunited with her Downton Abbey co-stars on Tuesday the press screening of play Ava: The Secret Conversations at London's Riverside Studios.",2022-01-25 23:52:42,Niomi Harris For Mailonline
Married At First Sight's KC Osborne shares first glimpse of the Celebrity Ex On The Beach line-up as she flaunts her ample assets in a colourful bikini,/tvshowbiz/article-10441641/Ex-Beach-MAFS-star-KC-Osborne-shares-glimpse-show.html,Married at First Sight star KC Osborne shared the first glimpse of the new season of Celebrity Ex On The Beach on Wednesday.,2022-01-25 23:56:00,Nicole Douglas For Daily Mail Australia
Brad Pitt conceals his handsome complexion with a blue face mask and shades during laid-back outing in LA,/tvshowbiz/article-10441515/Brad-Pitt-conceals-handsome-complexion-blue-face-mask-shades.html,"Though he's often one of the most fashionable men on the red carpet, Brad Pitt opted for a more minimalist look on Tuesday as he stepped out in Los Angeles.",2022-01-26 00:01:22,Sonia Horon For Dailymail.Com
Nadiya Bychkova goes engagement ring-free as she joins a giddy Kai Widdrington at their hotel - as rumours swirl the Strictly stars 'have been dating for months',/tvshowbiz/article-10441731/Nadiya-Bychkova-Kai-Widdrington-look-giddy-arrive-hotel-together.html,Strictly Come Dancing 's Nadiya Bychkova stepped out without her engagement ring as she arrived back at her hotel with rumoured love interest Kai Widdrington on Tuesday evening.,2022-01-26 00:06:55,Aisha Nozari For Mailonline
Big Brother returns... with a twist! E4 bosses reveal they'll air Australia's Celebrity version starring Caitlyn Jenner and Jessika Power,/tvshowbiz/article-10441689/Celebrity-Big-Brother-return-Channel-4-air-Australias-version.html,"Bosses confirmed on Tuesday they'll broadcast Australia's star-studded Celebrity version on E4 next month, featuring stars including Caitlyn Jenner. and Married at First Sight's Jessika Power.",2022-01-26 00:10:12,Laura Fox For Mailonline
'Stop rubbing it in!' BBC Breakfast's Dan Walker struggles to contain his embarrassment after co-host reminds viewers he didn't make it to Strictly Come Dancing Blackpool week,/tvshowbiz/article-10441623/Dan-Walker-left-furious-BBC-Breakfast-host-says-didnt-make-Blackpool-Strictly.html,The 44-year-old struggled to contain his embarrassment after the BBC Breakfast weather presenter made a hilarious dig at his Strictly Come Dancing stint during Tuesday's episode.,2022-01-26 00:12:50,Callum Wells For Mailonline
Keith Urban takes over Adele's Caesars Palace concert dates after singer postponed her concert with just 24 hours notice,/tvshowbiz/article-10441625/Keith-Urban-takes-Adeles-Caesars-Palace-concert-dates.html,Keith Urban is set to take over Adele's cancelled Caesars Palace tour dates after the British singer pulled the plug on her residency less than 24 hours before showtime.,2022-01-26 00:18:18,Ali Daher For Daily Mail Australia
The Office star Steve Carell finally reunites with John Krasinski for his new directorial effort IF alongside Ryan Reynolds,/tvshowbiz/article-10441751/The-Office-star-Steve-Carell-finally-reunites-John-Krasinski.html,"Nearly a decade after The Office went off the air, stars Steve Carell and John Krasinski will finally reunite on the big screen.",2022-01-26 00:24:44,Brian Gallagher For Dailymail.com
"'Golden hour': Lisa Armstrong, 45, wows in a chic black swimsuit as she cosies up to beau James Green, 38, for romantic holiday snap",/tvshowbiz/article-10441835/Lisa-Armstrong-wows-black-swimsuit-cosies-beau-James-Green.html,Lisa Armstrong looked fabulous when she slipped into a black swimsuit to enjoy 'golden hour' with her beau James Green on Tuesday.,2022-01-26 00:33:06,Aisha Nozari For Mailonline
"EDEN CONFIDENTIAL: After 15 years, Damien Hirst reveals where his $100m skull is buried ",/tvshowbiz/article-10441859/EDEN-CONFIDENTIAL-15-years-Damien-Hirst-reveals-100m-skull-buried.html,"RICHARD EDEN: Damien Hirst has admitted that his work, For The Love Of God, was never properly sold and languishes in storage in London's jewellery district, Hatton Garden.",2022-01-26 00:33:18,Richard Eden for The Daily Mail
Aziz Ansari jabs Aaron Rodgers over anti-vaxx stance in new Netflix comedy special: 'He makes a living getting hit in the head',/tvshowbiz/article-10441703/Aziz-Ansari-jabs-Aaron-Rodgers-anti-vaxx-stance-new-Netflix-comedy-special.html,"Aziz Ansari takes several jabs at NFL star and staunch anti-vaxxer Aaron Rodgers  in his upcoming Netflix comedy special, titled Aziz Ansari: Nightclub Comedian.",2022-01-26 00:47:18,Carly Johnson
Snoop Dogg wants to 'put a bat signal up' to collaborate with elusive soul songstress Sade... ahead of Super Bowl gig,/tvshowbiz/article-10441853/Snoop-Dogg-dreams-collaborating-elusive-soul-songstress-Sade-ahead-Super-Bowl-gig.html,The Nigerian-British 63-year-old hasn't released new songs since 2018 and she hasn't performed live since 2011,2022-01-26 00:49:01,Cassie Carpenter For Dailymail.Com
Dan Brown's The Lost Symbol is canceled by Peacock after just one season ,/tvshowbiz/article-10441743/Dan-Browns-Lost-Symbol-canceled-Peacock-just-one-season.html,The 10-episode first season originally produced a pilot for NBC before being shuffled over to its streaming platform Peacock.,2022-01-26 00:50:43,Brian Marks For Dailymail.com
Sydney Sweeney asked Euphoria creators to cut 'unnecessary' topless scenes from award-winning HBO show,/tvshowbiz/article-10441895/Sydney-Sweeney-asked-Euphoria-creators-cut-unnecessary-topless-scenes-HBO-show.html,"The 24-year-old actress, who stars as Cassie on the award-winning HBO series, noticed there were 'unnecessary' topless scenes and requested they be cut from production.",2022-01-26 00:54:16,Tracy Wright For Dailymail.com
Newly-engaged Simon Cowell beams as he leaves the latest round of Britain's Got Talent auditions alongside jovial hosts Ant and Dec,/tvshowbiz/article-10441787/Newly-engaged-Simon-Cowell-beams-leaves-Britains-Got-Talent-auditions-alongside-Ant-Dec.html,"The newly-engaged music mogul, 62, was beaming as he left the latest round of Britain's Got Talent auditions alongside Ant and Dec at the London Palladium on Tuesday.",2022-01-26 00:54:54,Niomi Harris For Mailonline
Hailey Bieber wows in a nude bra and underwear while declaring 'glazed skin all 2022' as she takes to Instagram to tease her Rhode skincare line,/tvshowbiz/article-10441803/Hailey-Bieber-wows-nude-bra-underwear-teases-forthcoming-skincare-line-Rhode.html,Hailey Bieber delighted her followers on Tuesday as she took to Instagram clad in a nude lingerie set. She looked gorgeous as usual with glowing skin and slicked back hair.,2022-01-26 00:55:24,Ashleigh Gray For Dailymail.Com
Kiwi actor Sam Neill voices his support to 'change the date' of Australia Day - insisting he 'completely understands how offensive it can be if you're Indigenous',/tvshowbiz/article-10441727/Actor-Sam-Neill-74-voices-support-change-date-Australia-Day.html,"Kiwi actor Sam Neill has voiced his support to change the date of Australia Day, which is celebrated on January 26. ",2022-01-26 00:58:32,Chloe-lee Longhetti For Daily Mail Australia
Camila Cabello has a 'virtual therapy' session under a tree in her backyard... after getting in a grueling workout with personal trainer ,/tvshowbiz/article-10441823/Camila-Cabello-virtual-therapy-session-tree-backyard-workout-session.html,Camila Cabello has often spoken out about her mental health struggles and how she has benefited from therapy.,2022-01-26 01:03:05,Ashley Hume
Maisie Smith reveals her patchy fake-tanned palms as she heads into her Leeds hotel after wrapping up another full-on day on the dancefloor ,/tvshowbiz/article-10441875/Maisie-Smith-reveals-patchy-fake-tanned-palms-heads-Leeds-hotel.html,"Maisie Smith, 20, seemingly forgot to blend her fake tan properly on Tuesday.",2022-01-26 01:06:42,Aisha Nozari For Mailonline
Rihanna looks sporty chic as she pairs workout leggings with heels and dons an oversized blue coat to beat the New York City chill,/tvshowbiz/article-10441711/Rihanna-looks-sporty-chic-pairs-workout-leggings-heels-oversized-blue-coat-NY.html,Rihanna didn't let the cold New York weather stop her from heading out to lunch on Tuesday.,2022-01-26 01:09:58,Sonia Horon For Dailymail.Com
Tim Paine's wife Bonnie ADMITS she's been getting lip filler for almost 10 years after displaying a suspiciously plump pout in new photos - as the cricketing couple move on from his sexting scandal,/tvshowbiz/article-10441815/Tim-Paines-wife-Bonnie-ADMITS-shes-getting-lip-filler-10-years.html,"Tim Paine's wife Bonnie has admitted to undergoing   multiple cosmetic procedures, after modelling a noticeably plumper pout in recent photos.",2022-01-26 01:14:25,Nicole Douglas
'This has broken my brain!' Peter Andre's fans are left astounded as unearthed photos reveal FKA twigs used to be his backup dancer,/tvshowbiz/article-10441833/Peter-Andre-fans-astounded-unearthed-photos-reveal-FKA-Twigs-used-backup-dancer.html,"The singer, 48, was pictured posing alongside the Brit Award nominee, 34, before she went on to forge an international music career of her own in unearthed snaps.",2022-01-26 01:14:47,Callum Wells For Mailonline
Lucy Hale shows off sculpted physique in a white tank top and high-waisted denim while walking her pups in Los Angeles,/tvshowbiz/article-10441903/Lucy-Hale-dresses-casually-white-tank-denim-two-pups-walk-LA.html,Lucy Hale was seen walking with her dogs in Los Angeles on Tuesday.,2022-01-26 01:22:29,Ashleigh Gray
Jorja Fox announces she is leaving CSI: Vegas following the departure of costar William Petersen: 'So goes Grissom…..So goes Sara',/tvshowbiz/article-10441651/Jorja-Fox-announces-leaving-CSI-Vegas-following-departure-William-Petersen.html,"She took to Twitter to announce the news, writing, 'Hey all you #CSI fans! After much deliberating, I have decided not to 'Sidle up' for CSI Vegas.'",2022-01-26 01:25:48,Mark Mcgreal
Andrew Garfield confirms he wore the EXACT same suit from The Amazing Spider-Man for Spider-Man: No Way Home,/tvshowbiz/article-10441945/Andrew-Garfield-confirms-wore-EXACT-suit-Spider-Man-No-Way-Home.html,"Nearly a decade after he debuted as the new Peter Parker in Sony's 2012 The Amazing Spider-Man, Andrew Garfield returned in Spider-Man: No Way Home, and he confirmed an amazing detail.",2022-01-26 01:30:39,Brian Gallagher For Dailymail.com
Olivia Culpo is effortlessly chic as she slips into a tan leather suit and turtleneck for Calabasas errand run,/tvshowbiz/article-10441337/Olivia-Culpo-effortlessly-chic-Calabasas-errand-run.html,Olivia Culpo looked glamorous on Tuesday as she was seen in Calabasas in a tan leather suit.,2022-01-26 01:33:37,Janelle Ash For Dailymail.Com
Love Island's Kendall Rae Knight flashes her underboob in a skimpy green bikini as she soaks up the sun on the beach in the Dominican Republic,/tvshowbiz/article-10441953/Kendall-Rae-Knight-flashes-underboob-skimpy-green-bikini-Dominican-Republic.html,The 29-year-old flashed her underboob in a Tuesday Instagram post during her sun-soaked getaway to the Dominican Republic.,2022-01-26 01:39:38,Callum Wells For Mailonline
"Nicole Scherzinger, 43, dons criss-cross sports bra and clinging black leggings as she gives fans a taste of her intense workout sessions ",/tvshowbiz/article-10441955/Nicole-Scherzinger-43-dons-criss-cross-sports-bra-clinging-black-leggings.html,"Nicole Scherzinger, 43, revealed just how hard she works to maintain her impressive physique on Tuesday, when she posted an intense workout video to Instagram.",2022-01-26 01:45:37,Aisha Nozari For Mailonline
'They need to stop turning it into Hollyoaks': Ex-EastEnders star Derek Martin says the 'miserable' soap needs to 'bring back its humour' - as fans fear show will be 'killed off' by ITV rivals,/tvshowbiz/article-10441937/Ex-EastEnders-star-Derek-Martin-says-miserable-soap-needs-bring-humour.html,"The actor, who played Charlie Slater on the soap for 15 years said the series needs to stop focusing on appealing to young viewers, and bring back some of its old scriptwriters.",2022-01-26 01:47:02,Laura Fox For Mailonline
Kim Kardashian flaunts her hourglass curves in skimpy bikini bottoms as she reminisces on tropical vacation... after denying second sex tape with Ray J following wild claims made by estranged husband Kanye West,/tvshowbiz/article-10441983/Kim-Kardashian-flaunts-hourglass-curves-bikini-bottoms-reminisces-tropical-vacation.html,The 41-year-old billionaire flaunted her hourglass curves in a pair of skimpy black bikini bottoms as she reminisced on a tropical vacation in shots shared with her 282million followers on Tuesday.,2022-01-26 01:47:08,Tracy Wright For Dailymail.com
Strictly's Rose Ayling-Ellis shares a giggle with Luba Mushtuk as they join their fellow show stars in heading back to their hotel after their Leeds performance,/tvshowbiz/article-10441907/Strictlys-Rose-Ayling-Ellis-shares-giggle-Luba-Mushtuk-head-Leeds-hotel.html,Rose Ayling-Ellis and Luba Mushtuk looked in great spirits as they shared a giggle while heading back to their Leeds hotel following the Strictly Come Dancing tour show.,2022-01-26 01:49:06,Niomi Harris For Mailonline
"Linda Lusardi, 62, looks radiant in a sparking silver sweater as she joins lookalike daughter Lucy Kane, 25, at Emerging Artists exhibition",/tvshowbiz/article-10441483/Linda-Lusardi-62-looks-radiant-shes-joined-lookalike-daughter-Lucy.html,"The former Emmerdale star looked stunning in a silver V-neck sweater as she posed next to her lookalike daughter Lucy Kane, 25 - one of two children with actor husband Sam Kane.",2022-01-26 01:56:30,MailOnline Reporter
Demi Sims shows off her new pout after having her lip fillers dissolved as she becomes the latest celebrity to embrace a 'natural' look,/tvshowbiz/article-10441235/TOWIEs-Demi-Sims-latest-celebrity-embrace-natural-looks.html,"The TOWIE star, 25, took to her Instagram account on Sunday to show off her new look to her 602,000 followers.",2022-01-26 02:00:47,MailOnline Reporter
"CHRISTOPHER STEVENS reviews last night's TV: Money can't buy happiness, but it could at least pay for a razor ",/tvshowbiz/article-10442001/CHRISTOPHER-STEVENS-Money-buy-happiness-pay-razor.html,"CHRISTOPHER STEVENS: The cameraman for The Decade The Rich Won (BBC1) didn't even try to help George Osborne. He was filmed from above, sweltering under the lights.",2022-01-26 02:08:24,Christopher Stevens for the Daily Mail
Having a Baywatch moment! Candice Warner channels Pamela Anderson as she trains in a bright red swimsuit on Bondi Beach,/tvshowbiz/article-10441865/Candice-Warner-channels-Pamela-Anderson-trains-Bondi-Beach.html,Candice Warner  headed into the water at Bondi Beach as she trained with the North Bondi Surf Lifesaving Club in Sydney.,2022-01-26 02:18:40,Ali Daher For Daily Mail Australia
Cardi B gets awarded additional $2.8M in damages after winning federal libel lawsuit against YouTube personality Tasha K ,/tvshowbiz/article-10441915/Cardi-B-gets-awarded-additional-2-8M-damages-winning-federal-libel-lawsuit-against-blogger.html,The 29-year-old rapper was awarded an additional $2.8 million on Tuesday by a jury after winning her federal libel case against blogger Tasha K.,2022-01-26 02:26:41,Paul Chavez And Brian Marks For Dailymail.Com
Rebel Wilson flaunts her 66Ib weight loss in a hot pink swimsuit as she shares a rare photo alongside her two sisters on a private island,/tvshowbiz/article-10441917/Rebel-Wilson-shares-rare-photo-alongside-two-sisters-private-island.html,Rebel Wilson looked nothing short of sensational as she posed up a storm with her doting sisters in photos shared to her Instagram page on Wednesday.,2022-01-26 02:26:55,Nicole Douglas For Daily Mail Australia
Lily James embodies Pamela Anderson's racy style in a glittering cut-out corset dress as she poses with dapper Sebastian Stan at LA photocall for their controversial Hulu series Pam & Tommy,/tvshowbiz/article-10441979/Lily-James-Sebastian-Stan-dressed-nines-Pam-Tommy-photo-call.html,"Lily James, 32, and Sebastian Stan, 39, appeared at a photo call in LA on Monday for their Hulu series Pam & Tommy, about the fight over Pamela Anderson and Tommy Lee's sex tape.",2022-01-26 02:28:21,Brian Marks For Dailymail.com
Kaley Cuoco gets TERRIFIED from a cockroach prank on the set of her HBO Max series The Flight Attendant,/tvshowbiz/article-10442065/Kaley-Cuoco-gets-TERRIFIED-cockroach-prank-set-Flight-Attendant.html,"Kaley Cuoco seemingly scares quite easily, as revealed in a number of photos and videos of pranks pulled on her during production on The Flight Attendant.",2022-01-26 02:44:20,Brian Gallagher For Dailymail.com
Meagan Good calls divorce from DeVon Franklin 'the most painful thing I've ever experienced',/tvshowbiz/article-10442057/Meagan-Good-calls-divorce-DeVon-Franklin-painful-thing-Ive-experienced.html,Therapy and religion have helped the newly separated 40-year-old cope with the fallout of her nine-year marriage,2022-01-26 02:50:35,Cassie Carpenter For Dailymail.Com
Britney Spears says she was forced to wear 'two layers of tights every night' while performing and was 'never allowed to go to the spa' during years-long Las Vegas residency,/tvshowbiz/article-10442117/Britney-Spears-says-forced-wear-two-layers-tights-night-performing.html,Spears said that 'one night' she refused to adhere to the 'two laters of tights' rule and that it allowed her to perform her dance routines at full capacity.,2022-01-26 03:22:03,Carly Johnson
Delta Goodrem says she feels 'deeply humbled' after being awarded an Order of Australia for services to performing arts and charity,/tvshowbiz/article-10442101/Delta-Goodrem-deeply-humbled-surprise-Australia-Day-victory.html,Delta Goodrem has been awarded an Officer of the Order of Australia for her services to the performing arts and charity.  ,2022-01-26 03:28:46,Ali Daher For Daily Mail Australia
'It's cheaper than therapy!' Stevie Jacobs 'makes fun of his divorce and career' and lets out his ' frustration and aggression' as he UNLEASHES in a smash room on Studio 10,/tvshowbiz/article-10441933/Its-cheaper-therapy-Stevie-Jacobs-makes-fun-divorce-career-smash-room.html,"Australian TV presenter and weatherman Stevie Jacobs went wild in a smash room in Albion Park this week, during a live segment on Studio 10. ",2022-01-26 03:29:32,Chloe-lee Longhetti For Daily Mail Australia
Brian Austin Green cuts a casual figure in a green bandana and black T-shirt as he makes a solo coffee run in Malibu,/tvshowbiz/article-10441935/Brian-Austin-Green-cuts-casual-figure-green-bandana-black-T-shirt-grabs-coffee.html,Brian Austin Green sported a laid-back look on Tuesday as he went for a solo coffee run in Malibu.,2022-01-26 03:33:32,Sonia Horon For Dailymail.Com
Saved By The Bell's Tiffani Thiessen unveils her new delicate 'balance' tattoo in artistic black and white photo,/tvshowbiz/article-10442181/Tiffani-Thiessen-unveils-new-delicate-balance-tattoo-artistic-black-white-photo.html,"Tiffani Thiessen is learning all about the meaning of balance it seems, as the actress took to her Instagram on Monday to share her recent tattoo of the simple word.",2022-01-26 04:03:52,Sonia Horon For Dailymail.Com
Kristen Bell steps out of her comfort zone in vibrant red leather pants and a matching puffer coat for appearance on Jimmy Kimmel Live!,/tvshowbiz/article-10442055/Kristen-Bell-steps-comfort-zone-appearance-Jimmy-Kimmel-Live.html,Kristen Bell stepped out in a bright red outfit as she walked to the El Capitan Theatre in Hollywood on Tuesday afternoon.,2022-01-26 04:09:45,Mark Mcgreal For Dailymail.Com
Real Housewives of Sydney star Lisa Oldfield accuses Australian of the Year Grace Tame of being a 'self-centred BRAT' after her awkward meeting with Scott Morrison,/tvshowbiz/article-10441805/RHOS-star-Lisa-Oldfield-slams-Australian-Year-Grace-Tame.html,Real Housewives of Sydney star Lisa Oldfield has slammed Australian of the Year Grace Tame following her awkward meeting with the Prime Minister on Tuesday.,2022-01-26 04:14:44,Mary Mrad For Daily Mail Australia
Married At First Sight star Elizabeth Sobinoff reveals the reason she'll NEVER show her boyfriend's face on social media,/tvshowbiz/article-10442221/MAFS-Elizabeth-Sobinoff-reveals-shell-NEVER-boyfriends-face-social-media.html,Married at First Sight star Lizzie Sobinoff has revealed the reason she won't be showing off her boyfriend on social media.,2022-01-26 04:17:41,Nicole Douglas For Daily Mail Australia
Orange is the New Black and Seinfeld star Kathryn Kates dies from cancer at 73 as tributes are paid to 'incredibly brave and wise' star,/tvshowbiz/article-10442317/Kathryn-Kates-beloved-character-actress-passes-away-cancer-73.html,Orange Is The New Black and Seinfeld actress Kathyn Kates has died aged 73 following a battle with cancer.,2022-01-26 04:47:50,Brian Gallagher For Dailymail.com
"Celebrities including Pia Whitesell, Melissa Leong and Em Rusciano lead the charge of A-list stars who refuse to celebrate Australia Day this year",/tvshowbiz/article-10441733/Celebrities-including-Pia-Whitesell-lead-list-stars-refuse-celebrate-Australia-Day.html,The question of whether the nation should change the date of Australia Day has become one of the country's most contentious political issues.,2022-01-26 04:48:07,Mary Mrad For Daily Mail Australia
John Leguizamo says he wouldn't 'go in the sun' FOR YEARS in hopes of getting roles for 'light-skinned' Latinos early in his career,/tvshowbiz/article-10442223/John-Leguizamo-admits-wouldnt-sun-YEARS-stay-light-skinned-roles.html,The 57-year-old actor and comedian spoke out about colorism and discrimination against Latin actors in an interview with the Academy Award's Seen series on Monday.,2022-01-26 04:50:08,Brian Marks For Dailymail.com
