headline_text,article_url,article_preview,date,author
'2021... off you go dear': Rylan Clark pokes fun at his 'rubbish' year with hilarious Twitter post... following the breakdown of his marriage and work hiatus due to mental health woes,/tvshowbiz/article-10358517/Rylan-Clark-waves-goodbye-rubbish-year-marriage-breakdown.html,"The TV presenter, 33, took to his Twitter to share a gif of a man throwing a bag into a rubbish bin, hilariously comparing it to last year. He wrote alongside the clip: '2021... off you go dear'. ",2021-12-31 14:31:54,Milly Veitch For Mailonline
Richard Madden displays his shirtless physique as he prepares to ring in the New Year by relaxing on the beach with his mother Pat in Mexico,/tvshowbiz/article-10358683/Richard-Madden-relaxes-beach-mother-Pat-luxurious-resort-Mexico.html,"The Eternals star, 35, was joined by his beloved mum Pat as he reclined on a sunbed on the sand at the swanky resort in Tulum, Mexico, after jetting away for a New Year's break.",2021-12-31 14:32:04,Laura Fox For Mailonline
Good morning from Malibu! Blanca Blanco poses in a white bikini to wish followers a Happy New Year's Eve while plugging her tell-all book,/tvshowbiz/article-10358733/Blanca-Blanco-poses-white-bikini-Malibu-New-Years-Eve.html,"The girlfriend of actor John Savage wore a white bikini that showed off her very toned tummy and shapely legs as she spent some time in Malibu. She has a new book coming out, Breaking The Mold.",2021-12-31 14:32:30,Heidi Parker For Dailymail.com
Married At First Sight's Alana Lister busts out in barely-there frock as she attends YouTube star Jackson Doherty's 18+ white-themed 'party of the year' on NYE,/tvshowbiz/article-10358729/Married-Sights-Alana-Lister-attends-YouTube-star-Jackson-Dohertys-NYE.html,Alana Lister made sure she was seen at the 'party of the year' on the Gold Coast. ,2021-12-31 14:32:35,Marta Jary For Daily Mail Australia
"'I feel a million times better': Louis Theroux, 51, shares a sweltering shirtless snap after completing a Joe Wicks workout as he urges fans to 'take care' of themselves",/tvshowbiz/article-10358701/Louis-Theroux-shares-sweltering-topless-selfie-grueling-Joe-Wicks-workout.html,"The documentarian, 51, revealed that he had completed a gruelling  Joe Wicks 15-minute workout after deciding to focus on his 'physical and mental health.'",2021-12-31 14:44:07,Laura Parkin For Mailonline
"Bethenny Frankel, 51, shares rare photo with daughter Bryn, 11, and fiancé of three years Paul Bernon, 44",/tvshowbiz/article-10358787/Bethenny-Frankel-51-shares-rare-photo-daughter-Bryn-11-fianc-Paul-Bernon-44.html,Bethenny Frankel usually does not show family photos on social media. But on Thursday the 51-year-old reality TV star - best know for the Real Housewives Of New York - shared a rare snap.,2021-12-31 14:46:43,Heidi Parker For Dailymail.com
Today show host Allison Langdon reveals her touching New Year's resolution as she warns we 'can't take things for granted',/tvshowbiz/article-10358771/Today-host-Allison-Langdon-reveals-touching-New-Years-resolution.html,"'If this year has taught us anything, it's to make the most of anything and we can't take things for granted,' the 42-year-old said.",2021-12-31 14:49:07,Marta Jary For Daily Mail Australia
"Madonna, 63, looks profoundly bored during a trip to London's Winter Wonderland with toyboy lover Ahlamalik Williams, 27, as star fails to crack a smile as she waits on a ride",/tvshowbiz/article-10358395/Madonna-63-looks-bored-trip-Winter-Wonderland-toyboy-lover-Ahlamalik-Williams-27.html,"The singer, 63, looked profoundly bored as she joined her toyboy lover Ahlamalik Williams, 27, at London's Winter Wonderland this week.",2021-12-31 15:00:44,Niomi Harris For Mailonline
Shut up and drive! ASAP Rocky looks typically stylish in a Louis Vuitton jacket as he arrives in girlfriend Rihanna's native country Barbados ahead of New Year's Eve,/tvshowbiz/article-10358547/ASAP-Rocky-arrives-girlfriend-Rihannas-native-country-Barbados-ahead-New-Years-Eve.html,"The rapper, 33, donned the patchwork number which boasted detailing from carious sports team, and the monogrammed 'LV' from the French label.",2021-12-31 15:16:02,Ella Hodson For Mailonline
Shirtless Ore Oduba shows off his ripped physique as he playfully praises his personal trainer who he calls 'the other woman in his life',/tvshowbiz/article-10358643/SHIRTLESS-Ore-Oduba-shows-ripped-physique.html,"New father Ore Oduba showed no signs of possessing a 'dad bod' in his latest Instagram post. Sharing a clip to his  130,00 followers on Thursday, the shirtless star flaunted his ripped frame.",2021-12-31 15:23:04,Rebecca Davison for MailOnline
'It's a pinky kinda new year': Rita Ora dazzles in draped pink jumpsuit as she prepares to celebrate New Year's Eve,/tvshowbiz/article-10358751/Rita-Ora-dazzles-draped-pink-jumpsuit-prepares-celebrate-New-Years-Eve.html,"The songstress, 31, stunned in the draped number, that had a cape attached for extra drama.",2021-12-31 15:24:15,Milly Veitch For Mailonline
"With her VIP friends! Selling Sunset's Emma Hernan enjoys birthday dinner in Mexico with Cindy Crawford, Kaia Gerber, Molly Sims and Chrishell Stause",/tvshowbiz/article-10358775/Selling-Sunsets-Emma-Hernan-enjoys-star-studded-birthday-dinner-Cindy-Crawford-Kaia-Gerber.html,"The 31-year-old Selling Sunset beauty kicked off her birthday with a star-studded birthday dinner featuring the likes of Cindy Crawford, Kaia Gerber and  Molly Sims during a Cabo San Lucas vacation",2021-12-31 15:38:24,Sarah Abraham For Dailymail.com
Billie Joe Armstrong pulls out of Miley Cyrus' New Year's Eve Party with Pete Davidson last minute due to COVID-19 exposure ,/tvshowbiz/article-10358861/Billie-Joe-Armstrong-pulls-Miley-Cyrus-New-Years-Eve-Party-COVID-19-exposure.html,"Billie Joe Armstrong has pulled out of Miley Cyrus' New Year's Eve Party, which she is co-hosting with Pete Davidson due to COVID-19 exposure. ",2021-12-31 15:43:35,Dailymail.com Reporter
'We'll be watching the fireworks from our balcony': Love Island's Millie Court reveals beau Liam Reardon has tested positive for Covid - forcing them to isolate in their hotel in Dubai,/tvshowbiz/article-10358845/Love-Islands-Millie-Court-reveals-beau-Liam-Rearson-tested-positive-Covid.html,"Just days after jetting to the UAE for a New Year's break, the reality star took to Instagram Stories to reveal Liam had to quarantine for three days, putting their planned trip to The Maldives in doubt.",2021-12-31 15:46:00,Laura Fox For Mailonline
'It was a very lonely experience in many ways': Daisy Edgar-Jones says rising to mainstream fame during lockdown was an 'out of body' situation as she poses for a topless snap during artistic shoot,/tvshowbiz/article-10358773/PICTURE-EXC-Daisy-Edgar-Jones-says-rising-fame-lockdown-body-situation.html,The 23-year-old actress disclosed how the 'out of body' situation left her feeling a 'wee bit lonely' as she pulled off a series of stunning looks for a new shoot.,2021-12-31 15:47:45,Millie Payne For Mailonline
'The first night was terrifying': Harry Potter's Rupert Grint reveals fears after welcoming daughter and admits he would 'constantly check she was breathing when she was asleep',/tvshowbiz/article-10358703/Rupert-Grint-shares-experience-father-daughter-Wednesday.html,"Rupert Grint has shared a glimpse on fatherhood, and admitted that he spent the first night as a father worrying about whether his daughter Wednesday had died in her sleep. ",2021-12-31 15:54:52,Ella Hodson For Mailonline
Coronation Street actor Paddy Wallace beams with happiness as he marries fiancée Rachel Atkins in idyllic winter ceremony,/tvshowbiz/article-10358927/Coronation-Street-actor-Paddy-Wallace-marries-fianc-e-Rachel-Atkins-idyllic-winter-ceremony.html,"The former Coronation Street star, 42, tied the knot with fiancée  Rachel Atkins in an idyllic winter ceremony this month.",2021-12-31 15:58:17,Niomi Harris For Mailonline
"'GC, call off the engagement!' James Argent mocks ex Gemma Collins' recent betrothal to Rami Hawash as he holds up handwritten sign pleading with her to ditch her marriage plans",/tvshowbiz/article-10358677/James-Argent-mocks-ex-Gemma-Collins-recent-engagement-Rami-Hawash.html,"The former TOWIE star, 34, jokingly urged his ex girlfriend Gemma Collins to call off her engagement to Rami Hawash as he larked about at London's Alexandra Palace on Thursday.",2021-12-31 16:07:17,Niomi Harris For Mailonline
Strictly's Janette Manrara cannot stop beaming as she cosies up to husband Aljaž Škorjanec in the snow during family holiday to his native Slovenia,/tvshowbiz/article-10358857/Strictlys-Janette-Manrara-Aljaz-S-korjanec-insight-festive-family-holiday.html,"Strictly's Janette Manrara, 38, and her husband Aljaž Škorjanec, 31, gave an insight into their festive break as they had fun in the snow, on Thursday.",2021-12-31 16:16:46,Laura Parkin For Mailonline
"Jeff Lewis reveals daughter Monroe, five, has been turned down by a private school... two years after she was asked to leave a Montessori school",/tvshowbiz/article-10358753/Jeff-Lewis-reveals-daughter-Monroe-five-rejected-private-school.html,Jeff Lewis has revealed on a new episode of his radio show that his five-year-old daughter Monroe was rejected by one of the private schools where her parents are trying to enroll her.,2021-12-31 16:29:05,Sameer Suri For Dailymail.com
Denise Van Outen is a vision in a glamorous green gown as she heads home after her final 2021 All Stars Cabaret performance,/tvshowbiz/article-10358849/Denise-Van-Outen-vision-glamorous-green-gown.html,"The actress, 47, looked sensational in a glamorous green gown on Thursday night as headed home after her final 2021 All Stars Cabaret performance.",2021-12-31 16:38:19,Brenda Dennehy For Mailonline
"Naomi Campbell, 51, shares a VERY rare glimpse of her baby daughter as they jet to Qatar to ring in the New Year... seven months after stunning fans by announcing the tot's arrival ",/tvshowbiz/article-10358835/Naomi-Campbell-51-shares-rare-glimpse-baby-daughter.html,Naomi Campbell donned a graphic tracksuit as she returned to Qatar with her baby daughter on Friday.  The 51-year-old model surprised her fans back in May with the birth.,2021-12-31 16:49:19,Ella Hodson For Mailonline
Laura Anderson looks sensational in a leggy black mini dress as she poses with beau Dane Bowers at Moet and Chandon New Year's party in Dubai,/tvshowbiz/article-10358941/Laura-Anderson-poses-beau-Dane-Bowers-Moet-Chandon-New-Years-party-Dubai.html,"Ringing in the new year, the former Love Island star, 32, wowed in a black mini dress which showcased her slender legs as she posted the Instagram snaps.",2021-12-31 16:51:02,Ella Hodson For Mailonline
Bella Thorne is 'ready to ring in 2022' with a festive boudoir shoot in racy red lingerie and feathered robe,/tvshowbiz/article-10358905/Bella-Thorne-kicks-new-year-racy-red-lingerie-boudoir-style-shoot.html,The 24-year-old actress proved to be a red hot fantasy as she posed up a storm in racy red undergarments and a feathered robe as part of a pre New Years eve photoshoot,2021-12-31 16:52:36,Sarah Abraham For Dailymail.com
Romeo Beckham rings in 2022 with a flurry of snaps from the past year as he thanks his family for 'making everything possible',/tvshowbiz/article-10358931/Romeo-Beckham-rings-2022-thanks-family-making-possible.html,"Romeo Beckham, 19, gave an insight into his year as he posted a flurry of snaps as he waved goodbye to 2021 and rang in the New Year on Friday.",2021-12-31 16:56:23,Laura Parkin For Mailonline
Molly Sims slips into a slinky coral one-piece while soaking up the sun in Cabo and jokes about her new 'on-the-go wine workout hack',/tvshowbiz/article-10358951/Molly-Sims-slips-slinky-coral-one-piece-soaking-sun-Cabo.html,Molly Sims showed off her slim figure in a crinkle coral swimsuit and joked about how she's staying fit on vacation in Mexico with her 'new on-the-go wine workout hack'.,2021-12-31 16:59:15,Caitlyn Becker For Dailymail.com
Margot Robbie makes a young girl's day by speaking to her as Harley Quinn on the set of Birds Of Prey in a resurfaced video,/tvshowbiz/article-10359003/Margot-Robbie-makes-young-girls-day-speaking-set-Birds-Prey-2019.html,"The actress, 31, used a brief hiatus on the set of Birds Of Prey in Southern California to enchant a little girl - a Harley Quinn megafan - by speaking to her in character.",2021-12-31 17:00:09,Millie Payne For Mailonline
Charlotte McKinney looks stylish as she makes her way through LAX airport with her boyfriend Nathan Kostechko for a New Year's vacation,/tvshowbiz/article-10358933/Charlotte-McKinney-looks-stylish-departs-LAX-Airport-boyfriend-Nathan-Kostechko.html,"Charlotte McKinney, 28, was seen at the LAX Airport with her boyfriend, Nathan Kostechko, heading out for a New Year's vacation. The model looked very stylish making her way through LAX.",2021-12-31 17:01:35,Janelle Ash For Dailymail.Com
Rebel Wilson looks glamorous as she shows off her 35kg weight loss in a dazzling gold sequin dress while celebrating New Year in Australia,/tvshowbiz/article-10359059/Rebel-Wilson-shows-enviably-slender-figure-dazzling-gold-sequinned-dress.html,"The actress, 41, was the picture of elegance in the sequinned Burberry dress, which sparkled under the lights as she posed in front of a swimming pool.",2021-12-31 17:12:24,Milly Veitch For Mailonline
Pregnant Tracy Beaker star Dani Harmer reveals she was rushed to hospital in the middle of a pantomime performance with painful contractions,/tvshowbiz/article-10359151/Pregnant-Tracy-Beaker-star-Dani-Harmer-reveals-rushed-hospital.html,"The actress, 32, took to Instagram on Friday to share the update, reassuring her fans her and the baby were 'absolutely fine' after the scare.",2021-12-31 17:41:38,Amelia Wynne For Mailonline
"Happy New Year's Eve, Hollywood style: Stars reveal what they are up to as 2021 comes to a close... with BIG hopes for a healthier 2022",/tvshowbiz/article-10357133/Happy-New-Year-Hollywood-style-Stars-reveal-2021-comes-close.html,The last day of 2021 fell on Friday with New Year's Eve celebrations kicking off early in the day as celebrities took to social media to wish their followers well in 2022.,2021-12-31 17:48:35,Heidi Parker For Dailymail.com
'A man who has meant so much to me': David Beckham shares sweet throwback snap to mark Sir Alex Ferguson's 80th birthday,/tvshowbiz/article-10358891/David-Beckham-shares-sweet-throwback-snap-mark-Sir-Alex-Fergusons-80th-birthday.html,"The former footballer, 46, shared a photo of a young David signing his contract with the former football manager, as he thanked him for giving him the opportunity to play for his dream team. ",2021-12-31 17:49:13,Milly Veitch For Mailonline
"Gemma Collins reveals she got payback on a fashion brand who told her she was 'too fat' by signing their £120,000 deal and then ditching them",/tvshowbiz/article-10359087/Gemma-Collins-reveals-got-payback-fashion-brand-told-fat.html,"The former TOWIE star, 40, said the unnamed clothing brand pulled her into a meeting where they told he  to 'lose weight' soon after she joined the reality TV show.",2021-12-31 17:49:47,Kate Dennett For Mailonline
Amber Rose parties the night away with Kylie Jenner's ex Tyga and seemingly on-again baby daddy Alexander Edwards in Miami,/tvshowbiz/article-10359055/Amber-Rose-parties-night-away-Tyga-baby-daddy-Alexander-Edwards-E11EVEN-Miami.html,Amber Rose joined friends including rapper Tyga and her ex-boyfriend Alexander Edwards at a pre New Year's Eve party held at the club E11EVEN Miami on Thursday evening,2021-12-31 17:51:29,Sarah Abraham For Dailymail.com
"EXCLUSIVE: Haters be damned! Katharine McPhee, 37, looks red hot in swimsuit after telling trolls to 'get a life' for attacking husband David Foster, 72, over THAT post-pregnancy bikini comment ",/tvshowbiz/article-10359111/Katharine-McPhee-37-looks-red-hot-swimsuit-telling-trolls-attacking-husband-David.html,"Katharine McPhee, 37, looked simply stunning in a bold red one-shoulder swimsuit while on vacation with her 72-year-old music producer husband, David Foster, in Hawaii on Wednesday.",2021-12-31 18:00:08,Caitlyn Becker For Dailymail.com
'Talk to me 2022!': Real Housewives Of New Jersey star Melissa Gorga stuns in an orange bikini as she gets ready to ring in the new year in Aruba,/tvshowbiz/article-10359101/Melissa-Gorga-stuns-orange-bikini-gets-ready-ring-new-year-Aruba.html,"Real Housewives of New Jersey's Melissa Gorga, 42, stunned in an orange bikini on her New Year's vacation in Aruba. The reality tv personality posted a bikini picture on New Year's Eve in Aruba.",2021-12-31 18:02:56,Janelle Ash For Dailymail.Com
"Giada De Laurentiis and daughter Jade, 13, social distance on the sofa over holiday break while awaiting COVID-19 test results",/tvshowbiz/article-10359031/Giada-Laurentiis-daughter-Jade-13-social-distance-waiting-test-results.html,Many parents have found themselves social distancing from their own children during the Omicron holiday season. And celebrity chef Gina De Laurentiis revealed this week she is one of them.,2021-12-31 18:03:04,Sameer Suri For Dailymail.com
Lottie Moss shows off her playful side as she flashes her toned abs in a pink furry anime co-ord in sultry bedroom snaps,/tvshowbiz/article-10359085/Lottie-Moss-gives-glimpse-toned-midriff-quirky-pink-plush-ord.html,"Lottie Moss, 23, caught the eyes of her social media followers as she showed off her impressive physique in a quirky pink outfit on Friday.",2021-12-31 18:26:12,Owen Tonks For Mailonline
Jennifer Aniston proves she's still VERY flexible at 52 while kicking up her heels in star-studded year in review montage,/tvshowbiz/article-10359157/Jennifer-Aniston-52-showcases-flexibility-sharing-star-studded-year-review-montage.html,"Jennifer Aniston, 52, gave her 39.1M followers a lot to talk about as she shared an action-packed year in review montage of 'the little in between moments' ahead of New Year's Eve",2021-12-31 18:30:31,Sarah Abraham For Dailymail.com
Ferne McCann flaunts her sensational figure in daring cut-out dress as she joins Billie Faiers for New Year's Eve celebrations in the Maldives,/tvshowbiz/article-10359195/Ferne-McCann-flaunts-sensational-figure-joins-Billie-Faiers-New-Years-Eve.html,"The First Time Mum star, 31, cut a glamorous figure as she posed with her friends Billie, 31, Suzie Wells and Stephenie Turp in an array of glitzy snaps shared to Instagram on Friday.",2021-12-31 18:44:46,Kate Dennett For Mailonline
'See ya in 2022!' Newly-single Dua Lipa bids 2021 farewell as she hits the beach in neon lime green bikini in St. Barts after 'split' from Anwar Hadid,/tvshowbiz/article-10359183/Dua-Lipa-flaunts-slim-physique-neon-green-bra-taking-break-boyfriend-Anwar-Hadid.html,"Newly single Dua Lipa, 26, showcased her slim physique as she wore an eye-catching neon green bra top in pictures shared from her St. Barts trip on Instagram on Friday.",2021-12-31 19:04:50,Owen Tonks For Mailonline
'He witnessed things no partner should have to': Louise Thompson calls fiancé Ryan Libbey her 'rock' revealing he 'slept on a hospital floor for a week' after she nearly died giving birth,/tvshowbiz/article-10359257/Louise-Thompson-reveals-fianc-Ryan-Libbey-helped-nearly-died-birth.html,"The former Made In Chelsea star, 31, spent five weeks in hospital following 'serious complications' after labour but Ryan, also 31, was by her side throughout.",2021-12-31 19:06:06,Amelia Wynne For Mailonline
"Kate Bosworth, 38, is 'dating' Justin Long, 43... four months after she announced her split from husband Michael Polish, 51",/tvshowbiz/article-10359293/Justin-Long-43-dating-Kate-Bosworth-38.html,"The blonde beauty announced her split from husband Michael Polish in August 2021. Justin used to date Drew Barrymore, but has not been linked to another actress in years.",2021-12-31 19:07:44,Heidi Parker For Dailymail.com
Vanessa Hudgens is 'not focusing on marriage' in her committed relationship to Cole Tucker... after one year of dating,/tvshowbiz/article-10359275/Vanessa-Hudgens-not-focusing-marriage-committed-relationship-Cole-Tucker.html,Vanessa Hudgens is 'not focusing on marriage' although she is 'committed' to her boyfriend Cole Tucker. The 33-year-old actress marked her one-year anniversary with the baseball star this week.,2021-12-31 19:35:15,Janelle Ash For Dailymail.Com
Lauren Conrad makes the rare move of sharing photos of her sons' faces in an end-of-the-year photo dump as she says goodbye to 2021,/tvshowbiz/article-10359281/Lauren-Conrad-makes-rare-sharing-photos-sons-faces-end-year-photo-dump.html,Lauren Conrad marked the end of 2021 with a slew of sweet family snaps featuring her sons Charlie and Liam as well as husband of seven years William Tell ahead of the new year,2021-12-31 19:45:52,Sarah Abraham For Dailymail.com
Billie Faiers plants a sweet kiss on husband Greg Shepherd while showing off her incredible bikini body during festive trip to the Maldives,/tvshowbiz/article-10359355/Billie-Faiers-plants-sweet-kiss-husband-Greg-Shepherd.html,"The Family Diaries star, 31, planted a sweet kiss on her shirtless beau and captioned the snap: 'I love you my sweets!'",2021-12-31 19:48:04,Amelia Wynne For Mailonline
"'I'm not in a huge limo!' Sir Mick Jagger, 78, explains how he went unnoticed at North Carolina bar as he enjoyed beer during The Rolling Stones tour",/tvshowbiz/article-10359307/Sir-Mick-Jagger-explains-went-unnoticed-North-Carolina-bar.html,"Sir Mick Jagger, 78, has explained how he went unnoticed when he visited the Thirsty Beaver Saloon in Charlotte, North Carolina in September.",2021-12-31 19:53:27,Owen Tonks For Mailonline
Happy New Year! Holly Willoughby looks effortlessly glamorous as she enjoys a margarita while Cruz Beckham shares sweet family throwback snap as stars reflect on 2021,/tvshowbiz/article-10359295/New-Year-Holly-Willoughby-glamorous-enjoys-margarita-Cruz-Beckham-shares-family-snap.html,"The This Morning host, 40, started off her celebrations by sipping on a margarita as she wore a 'Happy New Year' cap. Sharing a selfie to Instagram, Holly looked glamorous in a black turtle neck top.",2021-12-31 19:54:05,Kate Dennett For Mailonline
"Demi Moore, 59, looks youthful in a ski sweater as she wishes her followers a Happy New Year... after being snowed in at her Idaho mansion",/tvshowbiz/article-10359345/Demi-Moore-59-looks-youthful-ski-sweater-wishes-followers-Happy-New-Year.html,"Demi Moore posted to her Instagram on Friday a selfie from Christmas morning, captioning it, 'Holiday Mood. Happy NYE!!' The 59-year-old actress wore a holiday sweater in the selfie.",2021-12-31 20:13:40,Janelle Ash For Dailymail.Com
"'Our national treasure': Betty White is honored by celebrity friends including Ryan Reynolds, Sandra Bullock and Viola Davis after Golden Girls star dies just weeks before 100th birthday",/tvshowbiz/article-10359393/Betty-White-tributes-Celebrities-react-legendary-actress-passing-away-99.html,"A-List stars began to flood social media with tributes for the legendary TV icon, who is said to have died at her home on Friday.",2021-12-31 20:26:38,George Stark For Dailymail.com
Chase Stokes' mystery kisser comes forward to DENY they are dating and that their encounter was 'literally just two drunk people making out',/tvshowbiz/article-10359287/Chase-Stokes-mystery-kisser-comes-forward-DENY-dating.html,The mystery woman who was spotted kissing Chase Stokes in Florida last weekend has come forward to tell her side of the story. Val Bragg fired up her Tik Tok to deny rumors they are dating.,2021-12-31 20:35:57,Sameer Suri For Dailymail.com
Kate Hudson hikes in a bikini while joking about aimlessly 'walking into 2022'...before sharing sweet family moments in year-end video roundup,/tvshowbiz/article-10359371/Kate-Hudson-hikes-bikini-jokes-aimlessly-walking-2022-year-end-roundup.html,The 42-year-old actress posted moments of her life from the past year which included a video of her taking a seaside hike in a bikini and some family snaps before walking into 2022,2021-12-31 20:38:24,Sarah Abraham For Dailymail.com
'I cooked a whole human in 2021!' Perrie Edwards reflects on pregnancy with throwback bump snaps and gives glimpse into gender reveal and first Christmas with baby Axel,/tvshowbiz/article-10359405/Perrie-Edwards-reflects-pregnancy-throwback-bump-snaps.html,"The Little Mix singer, 28, also gave a glimpse into her gender reveal and her first Christmas with her little one.",2021-12-31 20:41:56,Amelia Wynne For Mailonline
Helen Flanagan puts on a leggy display in a pink sequinned minidress on New Year's Eve night out after revealing welcoming son was highlight of 2021,/tvshowbiz/article-10359395/Helen-Flanagan-puts-leggy-display-pink-sequinned-minidress-New-Years-Eve.html,"The actress, 31, glammed up in a dazzling pink sequinned dress for her New Year's Eve night out at the Menagerie Restaurant & Bar in Manchester on Friday.",2021-12-31 21:11:07,Owen Tonks For Mailonline
Sara Sampaio makes a splash in tiny blue bikini as she enjoys a tropical getaway to ring in 2022: 'Best last day of the year',/tvshowbiz/article-10359507/Sara-Sampaio-dons-tiny-blue-bikini-enjoys-tropical-getaway-ring-2022.html,Sara Sampaio soaked up the sun in newly shared social media photos. She stunned her 7.8 million Instagram followers in an itty bitty blue bikini as she frolicked on a beach with friends on Friday.,2021-12-31 21:14:36,Ashleigh Gray For Dailymail.Com
Gayle King celebrates her 67th birthday at an intimate 'yellow' themed dinner party thrown by best friend Oprah Winfrey,/tvshowbiz/article-10359251/Gayle-King-celebrates-67th-birthday-intimate-dinner-party-thrown-Oprah-Winfrey.html,Oprah Winfrey threw her best friend Gayle King a bright and intimate dinner to celebrate her 67th birthday.,2021-12-31 21:41:44,Caitlyn Becker For Dailymail.com
Maura Higgins flaunts her pert posterior in a skimpy brown bikini as she enjoys an outdoor shower in the Maldives ,/tvshowbiz/article-10359495/Maura-Higgins-flaunts-pert-posterior-skimpy-brown-bikini.html,"The Love Island star, 31, flaunted her pert posterior in the steamy snaps after slipping into a skimpy brown bikini.",2021-12-31 21:47:10,Amelia Wynne For Mailonline
"A look back at Betty White's three husbands: The wartime romance, the talent agent who wanted her out of showbiz and the love of her life she lost to cancer before her Golden Girls fame",/tvshowbiz/article-10359587/A-look-Betty-Whites-three-husbands.html,"For Betty White, who died on New Year's Eve less than three weeks before her 100th birthday, third time was the charm in the marriage department - 20 years of wedded bliss to Allen Ludden.",2021-12-31 21:55:33,Sameer Suri For Dailymail.com
